index,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,animal_Type,Sex_upon_Outcome,Age_upon_Outcome,Breed,Color,Medicine
1023,Yukon,1/31/2018 17:38,1/31/2018 17:38,2/13/2017,Return to Owner,,Dog,Neutered Male,11 months,Siberian Husky,Black/White,alfaxalone
1024,,7/14/2015 18:26,7/14/2015 18:26,7/10/2013,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black,propofol
1025,*Pinto,7/26/2016 9:04,7/26/2016 9:04,5/8/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,hydroxyzine
1026,,7/13/2014 16:48,7/13/2014 16:48,6/30/2013,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,Colloid
1027,,3/3/2014 15:52,3/3/2014 15:52,9/25/2013,Transfer,Partner,Dog,Neutered Male,5 months,Australian Kelpie,Brown/White,emulsions
1028,Phat Boy,2/13/2018 16:35,2/13/2018 16:35,12/5/2015,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Fawn/White,Amoxicillin
1029,,3/5/2018 16:58,3/5/2018 16:58,3/5/2015,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,Clindamycin
1030,Zane,10/13/2013 18:51,10/13/2013 18:51,6/19/2013,Adoption,,Cat,Intact Male,3 months,Manx Mix,Brown Tabby/White,Amoxicillin
1031,Mila Rose,12/13/2015 18:18,12/13/2015 18:18,12/9/2010,Transfer,Partner,Dog,Intact Female,5 years,Pug,Tan,Ampicillin
1032,Dallas,1/11/2016 18:30,1/11/2016 18:30,7/1/2014,Return to Owner,,Dog,Neutered Male,1 year,Pomeranian Mix,Tan,Cefazolin
1033,*Baxter,2/20/2018 10:36,2/20/2018 10:36,1/29/2017,Transfer,Partner,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Brown,sulfonamide
1034,Ron Weasley,1/21/2014 13:14,1/21/2014 13:14,7/17/2012,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,Doxycycline
1035,,7/6/2017 6:59,7/6/2017 6:59,4/16/2017,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black,Erythromycin
1036,,7/22/2015 18:48,7/22/2015 18:48,4/18/2015,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,Metronidazole
1037,Max,10/19/2016 0:00,10/19/2016 0:00,12/15/2015,Transfer,Partner,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Tan,Enrofloxacin
1038,*Vivi,11/12/2018 14:20,11/12/2018 14:20,10/8/2018,Transfer,Partner,Cat,Intact Male,5 weeks,Domestic Shorthair Mix,Black,Florfenicol
1039,,5/21/2016 11:22,5/21/2016 11:22,5/6/2016,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/Black,Oxygen
1040,Ash,5/27/2018 19:33,5/27/2018 19:33,5/14/2016,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black Smoke,xylazine
1041,*Charisma,3/14/2014 18:37,3/14/2014 18:37,9/27/2013,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Yellow,medetomidine
1042,*Rose,1/17/2018 14:01,1/17/2018 14:01,8/2/2017,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie,yohimbine
1043,,5/3/2015 16:24,5/3/2015 16:24,7/1/2014,Transfer,Partner,Dog,Intact Male,10 months,Wire Hair Fox Terrier Mix,Tricolor,tolazoline
1044,,10/12/2018 16:22,10/12/2018 16:22,6/8/2018,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White,Anticholinergic
1045,*Patsy,12/14/2018 17:13,12/14/2018 17:13,12/8/2016,Transfer,Partner,Dog,Intact Female,2 years,Standard Poodle/Labrador Retriever,Tan/White,Lidocaine
1046,*Pearl,1/20/2015 15:59,1/20/2015 15:59,1/5/2010,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White,Adrenaline
1047,,5/21/2014 17:37,5/21/2014 17:37,4/6/2014,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby,anaesthetic
1048,Rosie,4/22/2015 11:49,4/22/2015 11:49,10/19/2009,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/White,midazolam
1049,Sarsapirilla,4/5/2018 16:28,4/5/2018 16:28,2/9/2018,Adoption,,Dog,Spayed Female,1 month,German Shepherd Mix,Black,inflammatory
1050,Panda,7/26/2016 14:51,7/26/2016 14:51,3/19/2011,Return to Owner,,Dog,Neutered Male,5 years,Akita Mix,White/Brown,Opioids
1051,*Colleen,9/26/2016 14:11,9/26/2016 14:11,7/15/2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,Crystalloid
1052,,10/10/2017 17:57,10/10/2017 17:57,10/3/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/Tan,Potassium chloride
1053,,5/9/2014 13:11,5/9/2014 13:11,5/4/2013,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever/Border Collie,Black/White,gluconate
1054,Laurel,2/12/2014 18:34,2/12/2014 18:34,1/11/1998,Adoption,,Cat,Spayed Female,16 years,Siamese Mix,Lynx Point,mannitol
1055,Jelly Bean,11/25/2014 18:37,11/25/2014 18:37,11/16/2012,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,Dextrose
1056,Booboo,8/30/2014 11:42,8/30/2014 11:42,6/29/2012,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate,Heparin
1057,Pepe,3/6/2015 11:50,3/6/2015 11:50,6/26/2014,Return to Owner,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black,Vitamin K30
1058,Kimchi,1/1/2014 18:45,1/1/2014 18:45,12/21/2012,Adoption,,Dog,Spayed Female,1 year,Rottweiler/Labrador Retriever,Black/Tan,isoflurane
1059,,12/2/2015 12:41,12/2/2015 12:41,7/30/2015,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue,alfaxalone
1060,Dukey,1/25/2018 17:31,1/25/2018 17:31,1/21/2016,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Chocolate/White,propofol
1061,Severus,3/20/2016 12:53,3/20/2016 12:53,1/10/2014,Return to Owner,,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Tan/Black,hydroxyzine
1062,Cathy,9/20/2014 11:52,9/20/2014 11:52,5/19/2014,Return to Owner,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,Colloid
1063,Frenchie,11/3/2014 10:35,11/3/2014 10:35,4/26/2012,Return to Owner,,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle,emulsions
1064,Tuzi,4/20/2014 18:34,4/20/2014 18:34,4/15/2013,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown,Amoxicillin
1065,Hank,1/30/2015 19:27,1/30/2015 19:27,9/28/2014,Return to Owner,,Dog,Intact Male,4 months,Pit Bull Mix,Chocolate/White,Clindamycin
1066,,6/28/2017 14:37,6/28/2017 14:37,1/6/2017,Transfer,Partner,Dog,Spayed Female,5 months,Boxer Mix,White,Amoxicillin
1067,,9/27/2017 18:29,9/27/2017 18:29,7/14/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,Ampicillin
1068,,5/9/2018 13:20,5/9/2018 13:20,5/2/2018,Euthanasia,Suffering,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie,Cefazolin
1069,Paloma,11/20/2014 11:06,11/20/2014 11:06,1/19/2011,Return to Owner,,Dog,Spayed Female,3 years,Miniature Poodle Mix,White,sulfonamide
1070,,2/4/2014 12:50,2/4/2014 12:50,1/28/2013,Adoption,,Dog,Neutered Male,1 year,Border Terrier Mix,Gold,Doxycycline
1071,Punch,8/29/2015 17:46,8/29/2015 17:46,11/16/2004,Transfer,Partner,Dog,Neutered Male,10 years,German Shepherd Mix,Brown/White,Erythromycin
1072,Shinyuu,7/6/2015 18:26,7/6/2015 18:26,7/5/2013,Return to Owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,White,Metronidazole
1073,,12/20/2013 11:34,12/20/2013 11:34,12/15/2005,Transfer,Partner,Dog,Spayed Female,8 years,Miniature Poodle Mix,Brown,Enrofloxacin
1074,,10/15/2018 19:13,10/15/2018 19:13,8/12/2018,Adoption,,Cat,Intact Female,2 months,Siamese Mix,Flame Point,Florfenicol
1075,,11/20/2016 18:43,11/20/2016 18:43,8/18/2016,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White,Oxygen
1076,,6/14/2018 16:10,6/14/2018 16:10,5/17/2018,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue/White,xylazine
1077,Leeloo,12/6/2016 15:00,12/6/2016 15:00,11/13/2006,Return to Owner,,Dog,Spayed Female,10 years,Australian Cattle Dog Mix,Brown/Blue Merle,medetomidine
1078,Lila,9/15/2016 15:49,9/15/2016 15:49,9/6/2015,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Buff/Tan,yohimbine
1079,Sagan,12/24/2013 15:33,12/24/2013 15:33,2/17/2013,Adoption,,Dog,Neutered Male,10 months,Anatol Shepherd Mix,Tricolor,tolazoline
1080,,9/11/2016 18:42,9/11/2016 18:42,8/15/2016,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Tortie,Anticholinergic
1081,*Leah,8/24/2018 16:37,8/24/2018 16:37,5/28/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,Lidocaine
1082,Strudel,11/12/2017 14:46,11/12/2017 14:46,11/11/2012,Return to Owner,,Dog,Spayed Female,5 years,Chinese Sharpei Mix,White,Adrenaline
1083,,12/1/2017 14:27,12/1/2017 14:27,8/20/2017,Transfer,Snr,Cat,Intact Female,3 months,Domestic Shorthair Mix,Gray Tabby/White,anaesthetic
1084,*Kanga,10/5/2014 15:10,10/5/2014 15:10,8/24/2014,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,midazolam
1085,,6/27/2018 18:32,6/27/2018 18:32,4/17/2018,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Cream Tabby/White,inflammatory
1086,Minnie,10/26/2013 14:43,10/26/2013 14:43,10/25/2008,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair/Cardigan Welsh Corgi,White/Tan,Opioids
1087,Luna,1/21/2016 18:25,1/21/2016 18:25,10/17/2015,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Longhair Mix,Blue Tabby,Crystalloid
1088,,5/10/2018 13:19,5/10/2018 13:19,2/6/2018,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,Potassium chloride
1089,,12/28/2013 15:18,12/28/2013 15:18,10/21/2013,Transfer,Partner,Dog,Intact Male,2 months,Leonberger Mix,Tan/White,gluconate
1090,Puma,9/3/2014 13:51,9/3/2014 13:51,3/2/2014,Transfer,Partner,Dog,Spayed Female,6 months,Miniature Schnauzer/Miniature Poodle,Black,mannitol
1091,,6/15/2014 18:47,6/15/2014 18:47,4/10/2014,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd/Border Collie,Sable/White,Dextrose
1092,Molly,11/6/2017 17:43,11/6/2017 17:43,10/29/2012,Return to Owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/White,Heparin
1093,,5/8/2018 0:00,5/8/2018 0:00,4/13/2017,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,Vitamin K31
1094,Ares,7/12/2015 18:17,7/12/2015 18:17,3/8/2015,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,isoflurane
1095,,9/5/2015 9:00,9/5/2015 9:00,5/20/2015,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue,alfaxalone
1096,Rey,5/2/2015 17:40,5/2/2015 17:40,9/27/2014,Return to Owner,,Dog,Neutered Male,7 months,German Shepherd Mix,Black/Tan,propofol
1097,*Olive,8/24/2018 17:48,8/24/2018 17:48,5/20/2018,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Brown Tabby,hydroxyzine
1098,*Simon,6/15/2015 18:30,6/15/2015 18:30,4/3/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Colloid
1099,Rocco,5/16/2017 17:15,5/16/2017 17:15,5/11/2003,Return to Owner,,Dog,Neutered Male,14 years,Dachshund Mix,Brown Merle,emulsions
1100,,4/14/2016 17:55,4/14/2016 17:55,4/10/2016,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White,Amoxicillin
1101,Butters,2/1/2015 17:39,2/1/2015 17:39,1/27/2013,Adoption,,Dog,Neutered Male,2 years,Chihuahua Longhair,Brown,Clindamycin
1102,,3/30/2016 12:09,3/30/2016 12:09,3/29/2012,Transfer,Partner,Cat,Intact Male,4 years,Domestic Shorthair Mix,Gray Tabby,Amoxicillin
1103,*Lilly,8/13/2015 12:49,8/13/2015 12:49,6/8/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,Ampicillin
1104,Irish,3/17/2016 11:20,3/17/2016 11:20,3/13/2014,Transfer,Partner,Dog,Intact Male,2 years,Japanese Chin,White/Black,Cefazolin
1105,*Noelle,2/7/2019 8:22,2/7/2019 8:22,12/5/2017,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,sulfonamide
1106,*Alice,12/15/2013 19:10,12/15/2013 19:10,9/11/2013,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,Doxycycline
1107,Willie,9/2/2015 18:16,9/2/2015 18:16,8/30/2013,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,Erythromycin
1108,*Buffy,5/23/2016 0:00,5/23/2016 0:00,4/28/2016,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,Metronidazole
1109,Brownie,3/20/2016 12:11,3/20/2016 12:11,3/10/2010,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Chocolate/Tan,Enrofloxacin
1110,Henry,9/2/2016 15:04,9/2/2016 15:04,8/23/2015,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/Cream,Florfenicol
1111,*Russella,6/14/2016 23:06,6/14/2016 23:06,5/25/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,Oxygen
1112,,5/5/2018 19:19,5/5/2018 19:19,5/1/2017,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,xylazine
1113,,4/26/2017 11:49,4/26/2017 11:49,3/7/2017,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White,medetomidine
1114,Moonbrain,6/17/2015 14:45,6/17/2015 14:45,7/2/2008,Transfer,Partner,Cat,Spayed Female,6 years,Siamese Mix,Calico Point,yohimbine
1115,,6/24/2018 19:09,6/24/2018 19:09,12/21/2016,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,tolazoline
1116,Chiqiuto,5/26/2015 18:12,5/26/2015 18:12,5/26/2007,Return to Owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair/Rat Terrier,Tricolor,Anticholinergic
1117,,8/27/2015 14:26,8/27/2015 14:26,12/22/2014,Transfer,Partner,Dog,Intact Female,8 months,Border Collie Mix,Black/Brown Brindle,Lidocaine
1118,*Ethan,6/15/2018 10:25,6/15/2018 10:25,4/13/2018,Adoption,Foster,Dog,Neutered Male,2 months,Yorkshire Terrier/Norfolk Terrier,Brown/Black,Adrenaline
1119,Sasha,12/12/2015 16:14,12/12/2015 16:14,5/6/2014,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue,anaesthetic
1120,Sparky,9/11/2018 12:26,9/11/2018 12:26,11/3/2017,Adoption,,Dog,Neutered Male,10 months,Rat Terrier Mix,White/Brown,midazolam
1121,Cooper,2/12/2015 18:18,2/12/2015 18:18,2/10/2012,Euthanasia,Behavior,Dog,Intact Female,3 years,Australian Cattle Dog Mix,Brown/Black,inflammatory
1122,Pie De Choco,11/11/2013 17:57,11/11/2013 17:57,11/6/2011,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tricolor,Opioids
1123,,9/9/2016 10:49,9/9/2016 10:49,5/1/2016,Adoption,Foster,Cat,Spayed Female,4 months,Siamese Mix,Lynx Point,Crystalloid
1124,Parson,9/4/2016 18:08,9/4/2016 18:08,4/15/2012,Died,In Kennel,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby,Potassium chloride
1125,Harley,8/10/2014 18:57,8/10/2014 18:57,6/30/2001,Return to Owner,,Dog,Spayed Female,13 years,Labrador Retriever Mix,Tan,gluconate
1126,Baby,4/5/2016 13:39,4/5/2016 13:39,3/25/2011,Transfer,Partner,Dog,Spayed Female,5 years,Mastiff Mix,Brown Brindle,mannitol
1127,,5/27/2015 18:59,5/27/2015 18:59,4/12/2015,Transfer,Partner,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby,Dextrose
1128,Krypto,9/15/2014 17:01,9/15/2014 17:01,9/15/2012,Return to Owner,,Dog,Neutered Male,2 years,Collie Smooth/Labrador Retriever,Brown/White,Heparin
1129,*Coconut,5/26/2017 9:55,5/26/2017 9:55,5/13/2016,Transfer,Partner,Cat,Spayed Female,1 year,Siamese Mix,Lynx Point,Vitamin K32
1130,Chief,8/7/2016 13:22,8/7/2016 13:22,10/1/2015,Adoption,,Dog,Neutered Male,10 months,Australian Shepherd Mix,Brown/Black,isoflurane
1131,*Bastian,7/27/2014 12:26,7/27/2014 12:26,9/7/2013,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever,Black,alfaxalone
1132,Selena,1/19/2019 17:56,1/19/2019 17:56,1/5/2017,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black Tabby/White,propofol
1133,Champ Hogan,4/28/2017 16:01,4/28/2017 16:01,6/9/2008,Return to Owner,,Dog,Neutered Male,8 years,Pit Bull Mix,Brown/White,hydroxyzine
it_id': '57824f029251411bbf00086f',Nico,8/18/2015 18:16,8/18/2015 18:16,8/13/2014,Adoption,,Dog,Neutered Male,1 year,Cairn Terrier/Chihuahua Shorthair,Black,Colloid
1134,Levi,5/2/2018 15:37,5/2/2018 15:37,4/30/2016,Transfer,Partner,Dog,Intact Male,2 years,Australian Shepherd/Great Pyrenees,Black/Tan,emulsions
1135,Jack,3/23/2014 18:31,3/23/2014 18:31,1/24/2014,Adoption,Foster,Dog,Neutered Male,1 month,Yorkshire Terrier Mix,Chocolate/Tan,Amoxicillin
1136,Wednesday,11/4/2013 14:32,11/4/2013 14:32,11/4/2010,Transfer,Partner,Dog,Spayed Female,3 years,Anatol Shepherd/Labrador Retriever,Brown,Clindamycin
1137,,7/11/2014 18:54,7/11/2014 18:54,4/15/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue/White,Amoxicillin
1138,Pluto,12/14/2018 17:10,12/14/2018 17:10,10/31/2017,Adoption,,Dog,Neutered Male,1 year,German Shepherd,Brown/Black,Ampicillin
1139,Vega,7/30/2016 13:17,7/30/2016 13:17,7/11/2012,Adoption,,Dog,Spayed Female,4 years,Black/Tan Hound Mix,Black/Tan,Cefazolin
1140,Katie,8/9/2014 12:27,8/9/2014 12:27,8/9/2010,Return to Owner,,Dog,Spayed Female,4 years,Beagle Mix,Tricolor,sulfonamide
1141,Luna,12/15/2014 17:04,12/15/2014 17:04,4/17/2010,Return to Owner,,Cat,Spayed Female,4 years,Siamese Mix,Lynx Point,Doxycycline
1142,,10/20/2016 17:42,10/20/2016 17:42,10/20/2015,Transfer,Partner,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White,Erythromycin
1143,,8/9/2016 11:49,8/9/2016 11:49,8/9/2015,Euthanasia,Suffering,Other,Unknown,1 year,Opossum,Gray,Metronidazole
1144,Layla,7/16/2014 17:37,7/16/2014 17:37,7/12/2013,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,White,Enrofloxacin
1145,Marley,9/17/2014 18:26,9/17/2014 18:26,6/30/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Calico,Florfenicol
1146,,10/13/2015 13:49,10/13/2015 13:49,5/9/2015,Transfer,Partner,Dog,Intact Male,5 months,Golden Retriever Mix,Yellow,Oxygen
1147,Margaret,8/21/2018 11:02,8/21/2018 11:02,9/4/2013,Transfer,Partner,Dog,Intact Female,4 years,Dachshund Mix,White/Tricolor,xylazine
1148,Gia,11/28/2015 17:42,11/28/2015 17:42,9/19/2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,medetomidine
1149,,10/24/2018 15:26,10/24/2018 15:26,7/8/2018,Transfer,Partner,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,Chocolate/White,yohimbine
1150,,7/22/2018 14:41,7/22/2018 14:41,6/24/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue,tolazoline
1151,*Emily,8/23/2017 9:26,8/23/2017 9:26,5/30/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,Anticholinergic
1152,Captain,10/1/2014 18:43,10/1/2014 18:43,9/27/2012,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,White,Lidocaine
1153,Mimmie,12/20/2017 13:19,12/20/2017 13:19,7/29/2015,Return to Owner,,Dog,Intact Female,2 years,Lhasa Apso Mix,White,Adrenaline
1154,*Mickey,10/14/2015 17:21,10/14/2015 17:21,9/22/2014,Adoption,,Dog,Neutered Male,1 year,Australian Kelpie Mix,Brown Brindle/White,anaesthetic
1155,Nestle,8/6/2014 17:43,8/6/2014 17:43,6/14/2013,Return to Owner,,Dog,Intact Male,1 year,Finnish Spitz Mix,Brown/Tan,midazolam
1156,Willis,12/14/2015 18:10,12/14/2015 18:10,12/13/2012,Return to Owner,,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Gray,inflammatory
1157,Cencho,5/14/2016 11:34,5/14/2016 11:34,5/5/2015,Return to Owner,,Dog,Neutered Male,1 year,Pug Mix,Tan/Black,Opioids
1158,Skyla,9/22/2015 11:47,9/22/2015 11:47,9/21/2001,Euthanasia,Suffering,Dog,Spayed Female,14 years,Catahoula Mix,Brown Merle,Crystalloid
1159,Vivian,8/12/2014 19:12,8/12/2014 19:12,8/12/2013,Return to Owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/White,Potassium chloride
1160,*Petunia,11/27/2014 11:52,11/27/2014 11:52,10/12/2011,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White,gluconate
1161,*Louisa,5/20/2014 9:52,5/20/2014 9:52,4/14/2014,Died,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,mannitol
1162,*Miller,10/9/2016 15:31,10/9/2016 15:31,8/8/2014,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,Chocolate/White,Dextrose
1163,Milo,8/3/2017 16:05,8/3/2017 16:05,2/28/2016,Return to Owner,,Dog,Intact Male,1 year,Australian Shepherd Mix,Red/Black,Heparin
1164,Myles,2/11/2014 18:16,2/11/2014 18:16,2/9/2009,Return to Owner,,Dog,Neutered Male,5 years,Beagle Mix,Tricolor,Vitamin K33
1165,,5/27/2015 18:06,5/27/2015 18:06,5/27/2013,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,isoflurane
1166,Brolli,11/21/2013 15:29,11/21/2013 15:29,10/1/2008,Euthanasia,Aggressive,Dog,Neutered Male,5 years,Pit Bull,Black/White,alfaxalone
1167,Ace,4/18/2015 17:54,4/18/2015 17:54,8/18/2013,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/White,propofol
1168,Mac,2/19/2017 16:58,2/19/2017 16:58,2/19/2000,Euthanasia,Suffering,Dog,Neutered Male,17 years,German Shepherd Mix,Black/Brown,hydroxyzine
1169,*Julie,3/28/2015 12:53,3/28/2015 12:53,3/2/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,Colloid
1170,Wesley,1/22/2018 19:08,1/22/2018 19:08,1/3/2014,Adoption,,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/Black,emulsions
1171,,5/29/2014 19:13,5/29/2014 19:13,5/28/2013,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Orange Tabby/White,Amoxicillin
1172,Abby,7/4/2017 13:29,7/4/2017 13:29,7/2/2005,Return to Owner,,Dog,Spayed Female,12 years,Labrador Retriever,Chocolate,Clindamycin
1173,,12/26/2018 11:41,12/26/2018 11:41,6/19/2017,Transfer,Partner,Dog,Spayed Female,1 year,Catahoula/Vizsla,Brown Merle/White,Amoxicillin
1174,*Kanga,3/11/2017 14:09,3/11/2017 14:09,2/25/2015,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby/White,Ampicillin
1175,,4/28/2014 14:49,4/28/2014 14:49,4/9/2014,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,Cefazolin
1176,Rooster  D 4,3/9/2016 10:57,3/9/2016 10:57,2/14/2015,Disposal,,Bird,Intact Male,1 year,Chicken Mix,White,sulfonamide
1177,Cuddles,11/5/2014 15:47,11/5/2014 15:47,9/13/2011,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,Doxycycline
1178,*Pooh Bear,11/12/2014 12:58,11/12/2014 12:58,12/26/2007,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Cream Tabby,Erythromycin
1179,,12/29/2018 17:35,12/29/2018 17:35,12/28/2017,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever,Black,Metronidazole
1180,Yuki,6/20/2015 11:26,6/20/2015 11:26,6/13/2010,Return to Owner,,Dog,Neutered Male,5 years,German Shepherd Mix,White,Enrofloxacin
1181,*Lydia,5/17/2016 19:06,5/17/2016 19:06,5/12/2015,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,Florfenicol
1182,Prince,5/3/2018 18:03,5/3/2018 18:03,3/19/2012,Transfer,Partner,Dog,Neutered Male,6 years,Pit Bull Mix,Blue,Oxygen
1183,Arlo,10/11/2016 16:02,10/11/2016 16:02,8/10/2016,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,xylazine
1184,Tella,2/11/2014 19:05,2/11/2014 19:05,2/10/2011,Return to Owner,,Dog,Intact Female,3 years,English Bulldog Mix,Brown/White,medetomidine
1185,*Enchilada,11/23/2018 14:22,11/23/2018 14:22,9/1/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,yohimbine
1186,,4/12/2015 13:46,4/12/2015 13:46,4/9/2014,Euthanasia,Rabies Risk,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,tolazoline
